
 customer no 609  and interarrival :1.320 minutes


 customer no 610  and interarrival :1.195 minutes


 customer no 611  and interarrival :0.196 minutes


 customer no 612  and interarrival :2.820 minutes


 customer no 613  and interarrival :0.463 minutes


 customer no 614  and interarrival :0.446 minutes


 customer no 615  and interarrival :1.606 minutes


 customer no 616  and interarrival :1.117 minutes


 customer no 617  and interarrival :1.254 minutes


 customer no 618  and interarrival :1.196 minutes


 customer no 619  and interarrival :2.354 minutes


 customer no 620  and interarrival :0.697 minutes


 customer no 621  and interarrival :0.519 minutes


 customer no 622  and interarrival :0.759 minutes


 customer no 623  and interarrival :2.082 minutes


 customer no 624  and interarrival :1.153 minutes


 customer no 625  and interarrival :2.457 minutes


 customer no 626  and interarrival :0.414 minutes


 customer no 627  and interarrival :2.423 minutes


 customer no 628  and interarrival :1.509 minutes


 customer no 629  and interarrival :0.322 minutes


 customer no 630  and interarrival :0.196 minutes


 customer no 630  and interarrival :3.991 minutes


 customer no 632  and interarrival :0.582 minutes


 customer no 633  and interarrival :1.163 minutes


 customer no 634  and interarrival :0.939 minutes


 customer no 635  and interarrival :0.652 minutes


 customer no 636  and interarrival :0.400 minutes


 customer no 637  and interarrival :1.353 minutes


 customer no 638  and interarrival :0.036 minutes


 customer no 639  and interarrival :0.294 minutes


 customer no 639  and interarrival :0.822 minutes


 customer no 640  and interarrival :0.655 minutes


 customer no 641  and interarrival :0.758 minutes


 customer no 642  and interarrival :1.055 minutes


 customer no 644  and interarrival :1.397 minutes


 customer no 645  and interarrival :0.433 minutes


 customer no 646  and interarrival :1.295 minutes


 customer no 647  and interarrival :0.173 minutes


 customer no 648  and interarrival :0.620 minutes


 customer no 649  and interarrival :0.790 minutes


 customer no 650  and interarrival :0.642 minutes


 customer no 651  and interarrival :0.282 minutes


 customer no 652  and interarrival :0.765 minutes


 customer no 653  and interarrival :0.931 minutes


 customer no 654  and interarrival :3.048 minutes


 customer no 655  and interarrival :0.056 minutes


 customer no 656  and interarrival :1.160 minutes


 customer no 657  and interarrival :0.974 minutes


 customer no 658  and interarrival :0.151 minutes


 customer no 659  and interarrival :1.139 minutes


 customer no 660  and interarrival :0.422 minutes


 customer no 661  and interarrival :1.417 minutes


